word,doc_freq,retained
xDE05,1,False
xa,1,False
xdm,2,False
xdz,2,False
xing,4,False
xingqin,1,False
xn,1,False
xp,1,False
xs,1,False
xswl,2,False
xx,9,True
xxxx,1,False
yan,1,False
year,2,False
yellow,1,False
yindang,1,False
ylg,1,False
yp,2,False
ys,2,False
ysl,1,False
yu,1,False
yue,3,False
yxl,3,False
yy,6,True
yysy,3,False
zero,1,False
zf,1,False
zg,1,False
zhina,1,False
zi,1,False
zu,1,False
zuo,1,False
zw,1,False
zy,1,False
zz,1,False
zzqs,1,False
zzzq,2,False
一一列举,1,False
一丁点,2,False
一万,7,True
一万两千,1,False
一万个,1,False
一万元,1,False
一万句,1,False
一万多,2,False
一万多个,1,False
一万多块,1,False
一万遍,1,False
一上,1,False
一下,151,True
一下下,2,False
一下子,1,False
一不小心,3,False
一世,1,False
一丘之貉,3,False
一丝,2,False
一两个,6,True
一两千,1,False
一两句,1,False
一两年,2,False
一个个,12,True
一个九岁,1,False
一个二十多岁,1,False
一个亿,2,False
一个包,1,False
一个半,2,False
一个多,1,False
一个多亿,1,False
一个多月,2,False
一个帖,1,False
一个月,7,True
一个样,4,False
一个点,1,False
一个舒服,1,False
一主,1,False
一举多得,1,False
一事,1,False
一二,1,False
一二分钟,1,False
一亏,1,False
一些半,1,False
一亩,1,False
一人,7,True
一亿,2,False
一亿人,1,False
一亿多,2,False
一付,1,False
一代,13,True
一代人,1,False
一件,11,True
一份,9,True
一众,2,False
一会,3,False
一会儿,1,False
一位,15,True
一体,2,False
一例,1,False
一元,2,False
一共,2,False
一具,1,False
一再,3,False
一出,2,False
一击,4,False
一刀,7,True
一刀切,1,False
一分,2,False
一分钟,2,False
一分钱,2,False
一切办法,1,False
一切都是,3,False
一到,2,False
一副,3,False
一力,1,False
一劳永逸,1,False
一包,1,False
一千,1,False
一千万,2,False
一千块,1,False
一千多万,1,False
一半,14,True
一博之力,1,False
一卷,3,False
一厅,1,False
一厢情愿,2,False
一去不复返,1,False
一双,4,False
一发,3,False
一发不可收,1,False
一口,13,True
一口气,2,False
一句,68,True
一只,11,True
一号,1,False
一同,2,False
一名,9,True
一向,1,False
一听,2,False
一告,1,False
一周,4,False
一味,4,False
一命,1,False
一嘴,1,False
一回,1,False
一圈,1,False
一地,2,False
一场,3,False
一块,10,True
一块儿,1,False
一块钱,1,False
一坨,1,False
一堆,39,True
一塌糊涂,1,False
一声,3,False
一多,1,False
一夜,2,False
一夜情,1,False
一大,6,True
一大半,2,False
一大堆,10,True
一大家子,1,False
一大截,3,False
一大批,1,False
一大步,1,False
一大群,2,False
一天,29,True
一天两天,1,False
一天到晚,2,False
一天天,1,False
一夫,1,False
一夫一妻,2,False
一夫多妻,1,False
一头,2,False
一套,10,True
一女,1,False
一如既往,2,False
一妻多夫,1,False
一孙俪,1,False
一季,1,False
一定,101,True
一家,5,True
一家之主,1,False
一家亲,6,True
一家人,4,False
一家子,1,False
一家独大,1,False
一宿,1,False
一对,6,True
一对一,1,False
一小,1,False
一小堆,1,False
一小撮,1,False
一小部分,1,False
一少部,1,False
一少部分,1,False
一局,1,False
一帖,1,False
一带,7,True
一帮,4,False
一帮人,2,False
一幕,1,False
一年,20,True
一年一度,1,False
一并,1,False
一度,3,False
一座,2,False
一张,13,True
一律,10,True
一德以,1,False
一心,2,False
一心一意,1,False
一想,4,False
一成不变,1,False
一战,1,False
一所,1,False
一手,5,True
一扫而光,1,False
一批,8,True
一技之长,1,False
一把,6,True
一把子,1,False
一抖友,1,False
一拨,1,False
一拳,8,True
一挂,1,False
一换,2,False
一排,4,False
一排排,1,False
一提,2,False
一撤,1,False
一擦,2,False
一支,1,False
一敌百,1,False
一文不值,2,False
一方,7,True
一族,1,False
一无所知,2,False
一无是处,2,False
一时,4,False
一时半会,2,False
一时期,2,False
一时间,1,False
一星半点,2,False
一是,5,True
一晃,1,False
一有,2,False
一朝,2,False
一期,1,False
一本,4,False
一朵,1,False
一条,23,True
一条心,1,False
一条街,1,False
一杯,3,False
一枚,1,False
一枪,4,False
一株,1,False
一根,2,False
一桩,1,False
一棍子打死,4,False
一棵树,1,False
一概,3,False
一模一样,2,False
一樣,1,False
一次,51,True
一次性,2,False
一次次,2,False
一款,1,False
一步,5,True
一步棋,1,False
一步步,1,False
一死,1,False
一段,7,True
一段时间,8,True
一比,1,False
一气呵成,1,False
一水,2,False
一波,7,True
一流,1,False
一滴,2,False
一炮,4,False
一点,99,True
一点儿,1,False
一点点,4,False
一片,15,True
一牛子,1,False
一环,1,False
一瓶,1,False
一生,15,True
一用,1,False
一百,3,False
一百万,3,False
一百个,3,False
一百分,1,False
一百块,1,False
一百多个,1,False
一百多块,1,False
一百多年,2,False
一百多斤,1,False
一百年,2,False
一百斤,1,False
一百条,1,False
一百米,1,False
一百遍,2,False
一盆,1,False
一盘散沙,1,False
一省,1,False
一看,25,True
一眼,16,True
一眼看穿,1,False
一瞬间,2,False
一碗,3,False
一票,2,False
一种,91,True
一秒,1,False
一窝,1,False
一窥,1,False
一笑,3,False
一等,1,False
一箩筐,3,False
一箭,1,False
一箱,1,False
一篇,7,True
一米,2,False
一类,11,True
一粒,2,False
一系列,3,False
一级,3,False
一线,7,True
一统,1,False
一网打尽,1,False
一群,42,True
一股,1,False
一股脑儿,1,False
一胎,1,False
一脚,5,True
一脸,11,True
一自,1,False
一致,11,True
一般般,2,False
一般见识,2,False
一船,2,False
一见,1,False
一视同仁,5,True
一计,1,False
一词,3,False
一说,8,True
一说到,2,False
一读,1,False
一谈,1,False
一贯,1,False
一资,1,False
一起,108,True
一趟,3,False
一路,6,True
一路打,1,False
一路货色,1,False
一身,3,False
一车,1,False
一轮,1,False
一较高下,1,False
一辆,2,False
一辆车,1,False
一辈,3,False
一辈子,25,True
一边,20,True
一通,1,False
一遍,13,True
一邊,1,False
一部,1,False
一部分,32,True
一针,1,False
一针见血,1,False
一钱,1,False
一锤定音,1,False
一键,1,False
一门,1,False
一门心思,2,False
一闭,1,False
一队,1,False
一阵,5,True
一霸,1,False
一面,5,True
一项,6,True
一顿,15,True
一颗,4,False
一首,2,False
一黑,1,False
丁丁,1,False
丁克,2,False
丁克家庭,1,False
丁真,3,False
七个,2,False
七八天,1,False
七八成,1,False
七千多万,1,False
七大姑八大姨,2,False
七尺,5,True
七层,1,False
七年,1,False
七情六欲,1,False
七成,1,False
七月份,1,False
七条,1,False
七百万,1,False
七色,1,False
万万,1,False
万两,1,False
万个,2,False
万中,1,False
万事,1,False
万事万物,1,False
万人,4,False
万例,1,False
万公里,1,False
万出,1,False
万分之,4,False
万分之一,2,False
万劫不复,1,False
万古长青,1,False
万块,1,False
万多,1,False
万多块,1,False
万岁,1,False
万左右,2,False
万平方公里,1,False
万年,2,False
万幸,3,False
万想,1,False
万才够,1,False
万来,1,False
万物,3,False
万男同,1,False
万算,1,False
万箭齐,1,False
万给,1,False
万美元,1,False
万美金,1,False
万能论,1,False
万能钥匙,1,False
万般,1,False
万里,1,False
丈夫,13,True
丈母娘,1,False
三七年,1,False
三万块,1,False
三不管,1,False
三个,30,True
三五,1,False
三五年,1,False
三亚,1,False
三人,1,False
三亿,1,False
三从四德,4,False
三代,5,True
三件,2,False
三位数,1,False
三例,1,False
三倍,1,False
三元里,1,False
三分,4,False
三分之一,1,False
三分之二,1,False
三十,1,False
三十万,1,False
三十二,1,False
三十岁,1,False
三十年,3,False
三千,1,False
三千万,1,False
三千五,1,False
三原色,1,False
三句话,1,False
三合一,1,False
三四十万,3,False
三回,1,False
三国,2,False
三大,4,False
三天,3,False
三妻四妾,1,False
三婚,2,False
三宗,1,False
三寸,1,False
三就行,1,False
三屠,1,False
三岁,1,False
三峡大坝,1,False
三峡学院,1,False
三市,1,False
三年,8,True
三年级,1,False
三心二意,1,False
三思,2,False
三思而行,1,False
三无,2,False
三明治,1,False
三本,1,False
三村,2,False
三条,1,False
三杯,1,False
三楼,1,False
三次,7,True
三民主义,1,False
三点,2,False
三百,4,False
三百万,2,False
三省,2,False
三票,1,False
三纲五常,1,False
三线建设,1,False
三胎,2,False
三节,1,False
三观,34,True
三角,2,False
三言两语,2,False
三贴,1,False
三连,2,False
三重,1,False
三金,1,False
三钱,1,False
三陪,2,False
三非,13,True
三非默,1,False
三项,1,False
上万,1,False
上下班,1,False
上个,1,False
上个星期,1,False
上个月,1,False
上书,1,False
上交,4,False
上传,4,False
上佳,1,False
上到,1,False
上前,1,False
上加,1,False
上升,16,True
上午,1,False
上去,15,True
上受,1,False
上口,2,False
上古,1,False
上司,1,False
上周,1,False
上坟,1,False
上大,1,False
上大分,1,False
上天,8,True
上太多,1,False
上头,2,False
上学,18,True
上宾,1,False
上射路,1,False
上层,6,True
上层建筑,1,False
上岗,1,False
上市,1,False
上帝,7,True
上床,6,True
上建,1,False
上当,3,False
上当受骗,1,False
上性,1,False
上戏,1,False
上报,1,False
上拔,1,False
上拦,1,False
上排,1,False
上放,1,False
上文,1,False
上映,1,False
上有老下有小,2,False
上期,1,False
上条,1,False
上来,9,True
上桌,3,False
上梁不正下梁歪,2,False
上榜,1,False
上次,10,True
上流社会,1,False
上海,184,True
上海市,1,False
上海浦东新区,1,False
上游,1,False
上滴,1,False
上演,2,False
上环,1,False
上班,18,True
上瘾,1,False
上百年,1,False
上直,1,False
上秀,1,False
上窜下跳,2,False
上網,1,False
上纲上线,1,False
上线,1,False
上缴,3,False
上网,15,True
上能,2,False
上药,4,False
上街,2,False
上西天,1,False
上要,1,False
上课,2,False
上贡,1,False
上身,1,False
上辈子,2,False
上边,3,False
上过,3,False
上述,5,True
上门,5,True
上限,3,False
上面,29,True
下一代,11,True
下不去,1,False
下个月,1,False
下会,2,False
下体,2,False
下作,2,False
下凡,1,False
下到,1,False
下午茶,1,False
下半身,4,False
下去,25,True
下图,1,False
下场,6,True
下头,5,True
下奶,1,False
下好,1,False
下学期,1,False
下定义,3,False
下家,1,False
下层,1,False
下岗,1,False
下岗女工,1,False
下巴,1,False
下得,2,False
下怀,1,False
下意识,1,False
下手,4,False
下文,1,False
下来,28,True
下架,3,False
下次,9,True
下毒,1,False
下水,4,False
下水道,1,False
下沉,1,False
下流,5,True
下海,1,False
下滑,1,False
下班,3,False
下真,1,False
下策,3,False
下结论,2,False
下腰,1,False
下药,2,False
下贱,2,False
下身,1,False
下载,4,False
下辈子,3,False
下边,3,False
下酒菜,1,False
下降,6,True
下降时,1,False
下限,5,True
下面,31,True
下风,1,False
下默,1,False
不一会,1,False
不一而足,1,False
不上,2,False
不下,4,False
不严,1,False
不为,1,False
不为人知,1,False
不举,1,False
不久,3,False
不久以后,1,False
不义,1,False
不乐意,4,False
不买,4,False
不乱生,1,False
不了,89,True
不了了之,2,False
不予,2,False
不予置评,1,False
不争,2,False
不事,1,False
不亏,1,False
不亚于,2,False
不人,1,False
不人道的,1,False
不仁,1,False
不仁不义,1,False
不仁以,1,False
不仅仅,6,True
不仅如此,1,False
不仇,1,False
不介意,2,False
不以为耻,3,False
不会,331,True
不伦不类,1,False
不低,1,False
不住,8,True
不作,1,False
不佳,1,False
不便,1,False
不保,1,False
不信,16,True
不信查,1,False
不值,3,False
不值一提,3,False
不值一驳,1,False
不值钱,1,False
不假,4,False
不停,8,True
不偷,1,False
不像,7,True
不全,1,False
不全是,4,False
不公,7,True
不公平的,3,False
不关,1,False
不关己,1,False
不典,1,False
不再,8,True
不冤,1,False
不准,7,True
不出,5,True
不分,2,False
不分性别,4,False
不分青红皂白,3,False
不切实际,1,False
不划算,2,False
不利,3,False
不到,74,True
不剿,1,False
不办,1,False
不劣,2,False
不动,3,False
不动产,1,False
不劳而获,2,False
不单单是,1,False
不去,19,True
不及,2,False
不双标,1,False
不发,3,False
不受,2,False
不变,8,True
不变性,1,False
不可估量,1,False
不可原谅的,1,False
不可思议,2,False
不可接受的,1,False
不可教,1,False
不可活,3,False
不可逆性,1,False
不可避免,3,False
不吃,8,True
不合,3,False
不合理,6,True
不同,59,True
不听话,1,False
不吭声,1,False
不和作,1,False
不善,1,False
不善言辞,1,False
不喊,1,False
不喜,2,False
不喷死,1,False
不回,4,False
不图,1,False
不在乎,18,True
不在少数,2,False
不在意,3,False
不在此列,1,False
不堪,6,True
不增,1,False
不处,1,False
不外,1,False
不多,1,False
不够,23,True
不够格,1,False
不夠,1,False
不大,5,True
不大斯,2,False
不大能,1,False
不太,17,True
不太信,1,False
不太可能,1,False
不太够,1,False
不太好,7,True
不太熟,1,False
不太能,1,False
不太高,2,False
不夸,1,False
不女,1,False
不好,86,True
不好意思,22,True
不好玩,1,False
不如意,3,False
不如说,1,False
不如说是,2,False
不妨,2,False
不婚,19,True
不媚,1,False
不嫁,1,False
不孕,1,False
不字,1,False
不孝,1,False
不学无术,1,False
不安,1,False
不安分,1,False
不容,2,False
不宽容的,1,False
不对劲,3,False
不尊重的,1,False
不小,3,False
不少,67,True
不尽,1,False
不屑于,3,False
不巧,3,False
不差,4,False
不已,1,False
不帅,2,False
不带,8,True
不干,4,False
不平,1,False
不幸,16,True
不应,1,False
不开,1,False
不弯,1,False
不归路,2,False
不当,6,True
不当之处,1,False
不待,1,False
不得,20,True
不得不,16,True
不得了,3,False
不得好死,1,False
不得已,1,False
不得而知,1,False
不必,10,True
不必要,3,False
不忍心,2,False
不忘收,1,False
不忠,1,False
不快,2,False
不忿,1,False
不怀好意,1,False
不怎么,4,False
不怎么样,2,False
不怕死,1,False
不思进取,1,False
不性,1,False
不怪,1,False
不恋,1,False
不息,3,False
不惜,1,False
不惯,2,False
不想,61,True
不愁,2,False
不感兴趣,1,False
不愧,4,False
不愧为,1,False
不愿,5,True
不懂事,1,False
不成想,1,False
不成气候,2,False
不成问题,1,False
不戴,3,False
不戴套,1,False
不拉人会,1,False
不拉女,1,False
不招,4,False
不择手段,2,False
不排,1,False
不接,14,True
不提,1,False
不改,1,False
不攻自破,1,False
不放,5,True
不放过,5,True
不敢,67,True
不敢相信,2,False
不敬,1,False
不文明的,2,False
不断,16,True
不明,2,False
不明不白,1,False
不明真相,1,False
不易,1,False
不是,717,True
不是故意,1,False
不暇,1,False
不曾,2,False
不服,7,True
不来,4,False
不查,1,False
不欠,2,False
不止,7,True
不止一次,1,False
不正,9,True
不死,3,False
不沉,1,False
不清,1,False
不渣,1,False
不滚,1,False
不满,6,True
不满意的,1,False
不火,1,False
不灵,1,False
不烂,1,False
不热,1,False
不熟,3,False
不爭氣,1,False
不爱,8,True
不爱带,1,False
不爱当,1,False
不爽,3,False
不玩,1,False
不理,4,False
不生,5,True
不用,64,True
不用说,5,True
不用谢,2,False
不男不女,2,False
不畏,1,False
不留,3,False
不留余地,1,False
不疼,1,False
不痛不痒,1,False
不直,1,False
不相上下,1,False
不相干,2,False
不看,5,True
不知,16,True
不知凡几,1,False
不知好歹,1,False
不知廉耻,2,False
不知情,3,False
不知羞耻,3,False
不破不立,1,False
不禁,2,False
不租,1,False
不稳定性,1,False
不究,1,False
不穷,2,False
不站,1,False
不符,5,True
不算,30,True
不算什么,2,False
不管三七二十一,1,False
不管怎么,1,False
不管怎样,3,False
不紧,1,False
不累,2,False
不缺,3,False
不美哉,1,False
不美黑,1,False
不考,1,False
不肯,8,True
不育,8,True
不胖,1,False
不胜,1,False
不能,264,True
不能不,1,False
不能自己,1,False
不脱,1,False
不至于,18,True
不良,1,False
不良信息,2,False
不良嗜好,1,False
不良情绪,1,False
不良风气,1,False
不药,1,False
不菲,1,False
不蓝交,1,False
不藏,1,False
不虔诚的,1,False
不蠢,1,False
不行,72,True
不装,2,False
不要,267,True
不要命,1,False
不要紧,1,False
不要脸,12,True
不见,7,True
不见天日,1,False
不见得,2,False
不言而喻,2,False
不說,1,False
不计其数,1,False
不认,3,False
不讨,1,False
不讨人,1,False
不让,29,True
不让须眉,1,False
不讲理,2,False
不许,2,False
不设防,1,False
不该,15,True
不详,1,False
不语,4,False
不误,1,False
不说,13,True
不谈,7,True
不谋而合,1,False
不贞洁,1,False
不负,3,False
不负责任,3,False
不负责任的,3,False
不贩,1,False
不贴,1,False
不起,2,False
不足,8,True
不足以,3,False
不辣,1,False
不辨是非,1,False
不辩,1,False
不过关,2,False
不远,2,False
不远万里,1,False
不送,1,False
不适,16,True
不适当的,1,False
不选,1,False
不通,4,False
不逛,1,False
不過,1,False
不道德,1,False
不遗余力,3,False
不配,22,True
不醒,1,False
不錯,1,False
不锈钢管,1,False
不错,39,True
不错呀,1,False
不長,1,False
不间断,1,False
不防,1,False
不防真,1,False
不随,1,False
不难,2,False
不雅,1,False
不靠,4,False
不顺,1,False
不顺心,2,False
不顾,6,True
不顾一切,2,False
不领情,1,False
不香,5,True
不骂,2,False
不高,9,True
不鮮,1,False
不鸟,2,False
不黑,3,False
与世无争,1,False
与人为善,1,False
与众不同,7,True
与其说是,1,False
与我何干,1,False
与我无关,1,False
与时俱进,1,False
与自身保持距离的,1,False
与计,1,False
丑人,1,False
丑八怪,2,False
丑化,1,False
丑国,1,False
丑图,1,False
丑女,1,False
丑心,1,False
丑态,1,False
丑恶嘴脸,1,False
丑照,1,False
丑男,3,False
丑肥成,1,False
丑陋,4,False
专一,1,False
专业,18,True
专做,2,False
专偷,1,False
专家,4,False
专属,1,False
专心,2,False
专拉,1,False
专挑,3,False
专有名词,1,False
专用,1,False
专科,1,False
专精,1,False
专门,23,True
专门调查,1,False
且不论,1,False
且不说,1,False
世上,1,False
世人,3,False
世仇,1,False
世代,1,False
世俗,2,False
世博会,1,False
世卫,3,False
世家,1,False
世所,1,False
世界,101,True
世界卫生组织,2,False
世界史,1,False
世界各地,3,False
世界大同,2,False
世界观,1,False
世纪,8,True
丘处机,1,False
业余,1,False
业务员,1,False
业绩,1,False
东三省,5,True
东亚,14,True
东京都,1,False
东北,289,True
东北三省,2,False
东北地区,1,False
东北大学,1,False
东北部,2,False
东南,6,True
东南亚,21,True
东南西北,1,False
东南部,1,False
东夷,3,False
东征,1,False
东扯,1,False
东支,1,False
东方,4,False
东欧,1,False
东欧各国,1,False
东欧国家,1,False
东莞,6,True
东西,123,True
东边,2,False
东部,4,False
东非,2,False
东非地区,1,False
东食西宿,3,False
丝塔萨,1,False
丝毫,2,False
丝袜,1,False
丢人,7,True
丢人现眼,2,False
丢到,1,False
丢失,1,False
丢脸,7,True
丢菜,1,False
丢进,1,False
两万,1,False
两三个,5,True
两三千,1,False
两三年,1,False
两个,83,True
两人,8,True
两亿,1,False
两代,2,False
两位,1,False
两倍,1,False
两党,1,False
两全其美,1,False
两分钟,1,False
两副,1,False
两千,1,False
两千万,3,False
两千多年,1,False
两千年,1,False
两半儿,1,False
两口子,1,False
两句,6,True
两句话,1,False
两只,1,False
两回事,1,False
两国,1,False
两国人民,2,False
两地,4,False
两声,1,False
两大,1,False
两天,1,False
两头,5,True
两妻,1,False
两室,1,False
两层,3,False
两岸,1,False
两岸关系,1,False
两幅,1,False
两年,8,True
两广,6,True
两张,5,True
两性,5,True
两性之间,2,False
两性关系,2,False
两文,1,False
两方,1,False
两条,1,False
两条腿,1,False
两极分化,1,False
两次,5,True
两步,1,False
两段,1,False
两河,1,False
两派,1,False
两湖,1,False
两点,5,True
两瓶,1,False
两百,1,False
两百多,1,False
两省,2,False
两眼,1,False
两码事,1,False
两种,12,True
两端,1,False
两类,2,False
两脚,1,False
两货,1,False
两边,2,False
两边倒,1,False
两锤,1,False
两院,1,False
两面倒,1,False
两面性,1,False
两项,1,False
两颗,1,False
严厉,1,False
严实,1,False
严密,1,False
严峻,1,False
严惩,1,False
严惩不贷,1,False
严格,11,True
严格执行,1,False
严肃,2,False
严肃处理,1,False
严苛,1,False
严谨,1,False
严重,69,True
严重破坏,1,False
严防死守,1,False
並證明,1,False
丧偶,1,False
丧失,6,True
丧家之犬,1,False
丧尸,1,False
丧心病狂,2,False
个个,7,True
个人,82,True
个人感觉,7,True
个人成长,1,False
个人所得税,1,False
个人爱好,1,False
个人经历,2,False
个人行为,1,False
个人观点,2,False
个体,7,True
个例,7,True
个别,14,True
个别人,4,False
个别现象,1,False
个大猪,1,False
个头,2,False
个妹,1,False
个子,4,False
个度,1,False
个性,4,False
个数,1,False
个点,1,False
个球,1,False
个用,1,False
个盘,1,False
个省,1,False
个薇安妇,1,False
个赞,1,False
个辱华,1,False
中上游,1,False
中专,2,False
中世纪,1,False
中东,6,True
中东国家,1,False
中为,1,False
中亚,1,False
中产,1,False
中产阶级,1,False
中介,1,False
中会用,1,False
中倒,1,False
中像,1,False
中出,1,False
中北部,1,False
中午,1,False
中华,13,True
中华人民共和国,2,False
中华文化,3,False
中华民族,11,True
中南,2,False
中原,15,True
中原地区,2,False
中国,571,True
中国国情,1,False
中国国歌,1,False
中国大使馆,3,False
